Year,state,coc_number,coc_name,measures,count
2015-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered Homeless Veterans,339
2015-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered Parenting Youth (Under 25),32
2015-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered Parenting Youth Age 18-24,31
2015-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered Parenting Youth Under 18,1
2015-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Total Homeless,"4,609"
2015-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Children of Parenting Youth,3
2015-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Chronically Homeless,543
2015-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Chronically Homeless Individuals,543
2015-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Chronically Homeless People in Families,0
2015-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Homeless,"1,950"
2015-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Homeless Individuals,"1,936"
2015-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Homeless People in Families,14
2015-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Homeless Unaccompanied Children (Under 18),10
2015-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),167
2015-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Homeless Unaccompanied Youth (Under 25),177
2015-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Homeless Veterans,224
2015-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Parenting Youth (Under 25),1
2015-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Parenting Youth Age 18-24,1
2015-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Parenting Youth Under 18,0
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Children of Parenting Youth,0
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Chronically Homeless,15
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Chronically Homeless Individuals,15
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Chronically Homeless People in Families,0
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Homeless Individuals,90
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Homeless People in Families,78
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Homeless Unaccompanied Children (Under 18),0
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Homeless Unaccompanied Young Adults (Age 18-24),7
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Homeless Unaccompanied Youth (Under 25),7
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Homeless Veterans,2
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Parenting Youth (Under 25),0
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Parenting Youth Age 18-24,0
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Parenting Youth Under 18,0
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Children of Parenting Youth,0
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Chronically Homeless,4
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Chronically Homeless Individuals,4
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Chronically Homeless People in Families,0
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Homeless,155
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Homeless Individuals,77
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Homeless People in Families,78
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Homeless Unaccompanied Children (Under 18),0
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),7
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Homeless Unaccompanied Youth (Under 25),7
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Homeless Veterans,2
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Parenting Youth (Under 25),0
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Parenting Youth Age 18-24,0
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Parenting Youth Under 18,0
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Total Homeless,168
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Children of Parenting Youth,0
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Chronically Homeless,11
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Chronically Homeless Individuals,11
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Chronically Homeless People in Families,0
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Homeless,13
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Homeless Individuals,13
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Homeless People in Families,0
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Homeless Unaccompanied Children (Under 18),0
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),0
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Homeless Unaccompanied Youth (Under 25),0
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Homeless Veterans,0
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Parenting Youth (Under 25),0
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Parenting Youth Age 18-24,0
2015-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Parenting Youth Under 18,0
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Children of Parenting Youth,11
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Chronically Homeless,521
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Chronically Homeless Individuals,493
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Chronically Homeless People in Families,28
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Homeless Individuals,"2,048"
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Homeless People in Families,733
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Homeless Unaccompanied Children (Under 18),29
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Homeless Unaccompanied Young Adults (Age 18-24),138
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Homeless Unaccompanied Youth (Under 25),167
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Homeless Veterans,263
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Parenting Youth (Under 25),11
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Parenting Youth Age 18-24,11
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Parenting Youth Under 18,0
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Children of Parenting Youth,11
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Chronically Homeless,217
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Chronically Homeless Individuals,196
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Chronically Homeless People in Families,21
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless,"1,644"
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless Individuals,949
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless People in Families,695
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless Unaccompanied Children (Under 18),19
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),58
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless Unaccompanied Youth (Under 25),77
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless Veterans,164
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Parenting Youth (Under 25),11
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Parenting Youth Age 18-24,11
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Parenting Youth Under 18,0
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Total Homeless,"2,781"
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Children of Parenting Youth,0
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Chronically Homeless,304
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Chronically Homeless Individuals,297
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Chronically Homeless People in Families,7
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless,"1,137"
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless Individuals,"1,099"
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless People in Families,38
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless Unaccompanied Children (Under 18),10
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),80
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless Unaccompanied Youth (Under 25),90
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless Veterans,99
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Parenting Youth (Under 25),0
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Parenting Youth Age 18-24,0
2016-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Parenting Youth Under 18,0
2016-01-01,TX,TX-503,Austin/Travis County CoC,Children of Parenting Youth,67
2016-01-01,TX,TX-503,Austin/Travis County CoC,Chronically Homeless,742
2016-01-01,TX,TX-503,Austin/Travis County CoC,Chronically Homeless Individuals,736
2016-01-01,TX,TX-503,Austin/Travis County CoC,Chronically Homeless People in Families,6
2016-01-01,TX,TX-503,Austin/Travis County CoC,Homeless Individuals,"1,513"
2016-01-01,TX,TX-503,Austin/Travis County CoC,Homeless People in Families,625
2016-01-01,TX,TX-503,Austin/Travis County CoC,Homeless Unaccompanied Children (Under 18),10
2016-01-01,TX,TX-503,Austin/Travis County CoC,Homeless Unaccompanied Young Adults (Age 18-24),101
2016-01-01,TX,TX-503,Austin/Travis County CoC,Homeless Unaccompanied Youth (Under 25),111
2016-01-01,TX,TX-503,Austin/Travis County CoC,Homeless Veterans,257
2016-01-01,TX,TX-503,Austin/Travis County CoC,Parenting Youth (Under 25),39
2016-01-01,TX,TX-503,Austin/Travis County CoC,Parenting Youth Age 18-24,38
2016-01-01,TX,TX-503,Austin/Travis County CoC,Parenting Youth Under 18,1
2016-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Children of Parenting Youth,67
2016-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Chronically Homeless,173
2016-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Chronically Homeless Individuals,170
2016-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Chronically Homeless People in Families,3
2016-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless,"1,322"
2016-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless Individuals,704
2016-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless People in Families,618
2016-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless Unaccompanied Children (Under 18),9
2016-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),58
2016-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless Unaccompanied Youth (Under 25),67
2016-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless Veterans,150
2016-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Parenting Youth (Under 25),39
2016-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Parenting Youth Age 18-24,38
2016-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Parenting Youth Under 18,1
2016-01-01,TX,TX-503,Austin/Travis County CoC,Total Homeless,"2,138"
2016-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Children of Parenting Youth,0
2016-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Chronically Homeless,569
2016-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Chronically Homeless Individuals,566
2016-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Chronically Homeless People in Families,3
2016-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless,816
2016-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless Individuals,809
2016-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless People in Families,7
2016-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless Unaccompanied Children (Under 18),1
2016-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),43
2016-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless Unaccompanied Youth (Under 25),44
2016-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless Veterans,107
2016-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Parenting Youth (Under 25),0
2016-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Parenting Youth Age 18-24,0
2016-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Parenting Youth Under 18,0
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Children of Parenting Youth,72
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Chronically Homeless,597
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Chronically Homeless Individuals,566
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Chronically Homeless People in Families,31
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Homeless Individuals,"2,633"
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Homeless People in Families,"1,177"
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Homeless Unaccompanied Children (Under 18),34
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Homeless Unaccompanied Young Adults (Age 18-24),119
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Homeless Unaccompanied Youth (Under 25),153
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Homeless Veterans,307
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Parenting Youth (Under 25),51
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Parenting Youth Age 18-24,47
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Parenting Youth Under 18,4
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Children of Parenting Youth,72
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Chronically Homeless,464
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Chronically Homeless Individuals,433
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Chronically Homeless People in Families,31
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless,"3,071"
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless Individuals,"1,900"
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless People in Families,"1,171"
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless Unaccompanied Children (Under 18),34
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),96
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless Unaccompanied Youth (Under 25),130
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless Veterans,253
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Parenting Youth (Under 25),51
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Parenting Youth Age 18-24,47
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Parenting Youth Under 18,4
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Total Homeless,"3,810"
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Children of Parenting Youth,0
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Chronically Homeless,133
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Chronically Homeless Individuals,133
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Chronically Homeless People in Families,0
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless,739
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless Individuals,733
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless People in Families,6
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless Unaccompanied Children (Under 18),0
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),23
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless Unaccompanied Youth (Under 25),23
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless Veterans,54
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Parenting Youth (Under 25),0
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Parenting Youth Age 18-24,0
2016-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Parenting Youth Under 18,0
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Children of Parenting Youth,22
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Chronically Homeless,189
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Chronically Homeless Individuals,159
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Chronically Homeless People in Families,30
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Homeless Individuals,"1,379"
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Homeless People in Families,559
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Homeless Unaccompanied Children (Under 18),11
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Homeless Unaccompanied Young Adults (Age 18-24),63
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Homeless Unaccompanied Youth (Under 25),74
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Homeless Veterans,205
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Parenting Youth (Under 25),15
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Parenting Youth Age 18-24,15
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Parenting Youth Under 18,0
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Children of Parenting Youth,22
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Chronically Homeless,109
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Chronically Homeless Individuals,79
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Chronically Homeless People in Families,30
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless,"1,515"
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless Individuals,981
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless People in Families,534
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless Unaccompanied Children (Under 18),11
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),31
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless Unaccompanied Youth (Under 25),42
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless Veterans,175
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Parenting Youth (Under 25),15
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Parenting Youth Age 18-24,15
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Parenting Youth Under 18,0
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Total Homeless,"1,938"
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Children of Parenting Youth,0
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Chronically Homeless,80
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Chronically Homeless Individuals,80
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Chronically Homeless People in Families,0
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless,423
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless Individuals,398
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless People in Families,25
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless Unaccompanied Children (Under 18),0
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),32
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless Unaccompanied Youth (Under 25),32
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless Veterans,30
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Parenting Youth (Under 25),0
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Parenting Youth Age 18-24,0
2016-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Parenting Youth Under 18,0
2016-01-01,TX,TX-603,El Paso City & County CoC,Children of Parenting Youth,38
2016-01-01,TX,TX-603,El Paso City & County CoC,Chronically Homeless,105
2016-01-01,TX,TX-603,El Paso City & County CoC,Chronically Homeless Individuals,100
2016-01-01,TX,TX-603,El Paso City & County CoC,Chronically Homeless People in Families,5
2016-01-01,TX,TX-603,El Paso City & County CoC,Homeless Individuals,584
2016-01-01,TX,TX-603,El Paso City & County CoC,Homeless People in Families,516
2016-01-01,TX,TX-603,El Paso City & County CoC,Homeless Unaccompanied Children (Under 18),3
2016-01-01,TX,TX-603,El Paso City & County CoC,Homeless Unaccompanied Young Adults (Age 18-24),53
2016-01-01,TX,TX-603,El Paso City & County CoC,Homeless Unaccompanied Youth (Under 25),56
2016-01-01,TX,TX-603,El Paso City & County CoC,Homeless Veterans,71
2016-01-01,TX,TX-603,El Paso City & County CoC,Parenting Youth (Under 25),12
2016-01-01,TX,TX-603,El Paso City & County CoC,Parenting Youth Age 18-24,12
2016-01-01,TX,TX-603,El Paso City & County CoC,Parenting Youth Under 18,0
2016-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Children of Parenting Youth,38
2016-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Chronically Homeless,69
2016-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Chronically Homeless Individuals,64
2016-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Chronically Homeless People in Families,5
2016-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Homeless,987
2016-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Homeless Individuals,471
2016-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Homeless People in Families,516
2016-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Homeless Unaccompanied Children (Under 18),3
2016-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),44
2016-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Homeless Unaccompanied Youth (Under 25),47
2016-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Homeless Veterans,58
2016-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Parenting Youth (Under 25),12
2016-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Parenting Youth Age 18-24,12
2016-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Parenting Youth Under 18,0
2016-01-01,TX,TX-603,El Paso City & County CoC,Total Homeless,"1,100"
2016-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Children of Parenting Youth,0
2016-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Chronically Homeless,36
2016-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Chronically Homeless Individuals,36
2016-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Chronically Homeless People in Families,0
2016-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Homeless,113
2016-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Homeless Individuals,113
2016-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Homeless People in Families,0
2016-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Homeless Unaccompanied Children (Under 18),0
2016-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),9
2016-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Homeless Unaccompanied Youth (Under 25),9
2016-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Homeless Veterans,13
2016-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Parenting Youth (Under 25),0
2016-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Parenting Youth Age 18-24,0
2016-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Parenting Youth Under 18,0
